PMID,FAU
32434708,"Korth, Johannes # Wilde, Benjamin # Dolff, Sebastian # Anastasiou, Olympia E # Krawczyk, Adalbert # Jahn, Michael # Cordes, Sebastian # Ross, Birgit # Esser, Stefan # Lindemann, Monika # Kribben, Andreas # Dittmer, Ulf # Witzke, Oliver # Herrmann, Anke"
32496926,"Sun, JingKang # Chen, YuTing # Fan, XiuDe # Wang, XiaoYun # Han, QunYing # Liu, ZhengWen"
32358120,"Chen, Nanhua # Li, Xinshuai # Li, Shubin # Xiao, Yanzhao # Ye, Mengxue # Yan, Xilin # Li, Xiangdong"
32474656,"Debnath, Sushanta"
32429703,"Nascimento Junior, José Adão Carvalho # Santos, Anamaria Mendonça # Quintans # Walker, Cristiani Isabel Banderó # Borges, Lysandro Pinto # Serafini, Mairim Russo"
32815213,"Faber, Ingrid # Brandão, Pedro R P # Menegatti, Fiorella # de Carvalho Bispo, Diógenes D # Maluf, Fernando B # Cardoso, Francisco"
32286766,"Giwa, A L # Desai, Akash # Duca, Andrea"
33174706,"Meylan, Pascal"
32634603,"Song, Yang # Zhang, Min # Yin, Ling # Wang, Kunkun # Zhou, Yiyi # Zhou, Mi # Lu, Yun"
32914176,"Racine # Yang, He S # Chadburn, Amy # Orlander, Duncan # An, Anjile # Campion, Thomas R # Yee, Jim # Chen, Zhengming # Loda, Massimo # Zhao, Zhen # Kaushal, Rainu # Cushing, Melissa M"
33110587,"Sharov, Konstantin S"
32660065,"Amraei, Razie # Rahimi, Nader"
32470046,"Ragan, Izabela # Hartson, Lindsay # Pidcoke, Heather # Bowen, Richard # Goodrich, Raymond"
32773897,"Shi, Shoi # Tanaka, Shiori # Ueno, Ryo # Gilmour, Stuart # Tanoue, Yuta # Kawashima, Takayuki # Nomura, Shuhei # Eguchi, Akifumi # Miyata, Hiroaki # Yoneoka, Daisuke"
32917746,"Holborow, Abigail # Asad, Hibo # Porter, Lavinia # Tidswell, Poppy # Johnston, Claire # Blyth, Ian # Bone, Alice # Healy, Brendan"
32644841,"Marín Gabriel, Miguel Ángel # Malalana Martínez, Ana María # Marín Martínez, María Eugenia # Anel Pedroche, Jorge"
32538800,López
33013925,"Abdelrahman, Zeinab # Li, Mengyuan # Wang, Xiaosheng"
32628990,"Tang, Hui # Tian, Jian # Dong, Jun # Tang, Xiao # Yan, Zhen # Zhao, Yuan # Xiong, Fei # Sun, Xin # Song, Cai # Xiang, Chang # Tu, Can # Lei, Chun # Liu, Jing # Su, Hua # Huang, Jing # Qiu, Yang # Miao, Xiao # Zhang, Chun"
32795798,"Espejo, Winfred # Celis, José E # Chiang, Gustavo # Bahamonde, Paulina"
32777762,"Corsini Campioli, Cristina # Cano Cevallos, Edison # Assi, Mariam # Patel, Robin # Binnicker, Matthew J # O'Horo, John C"
33023856,"Woodruff, Trent M # Shukla, Arun K"
32423791,"Khalid, Nauman # Chen, Yuefeng # Case, Brian C # Shlofmitz, Evan # Wermers, Jason P # Rogers, Toby # Ben # Waksman, Ron"
33193962,"Bernard, Favour Obianujunwam # Akaito, Jethro Aaron # Joseph, Isaac # David, Kenneth Bitrus"
32585083,"Amanat, Fatima # White, Kris M # Miorin, Lisa # Strohmeier, Shirin # McMahon, Meagan # Meade, Philip # Liu, Wen # Albrecht, Randy A # Simon, Viviana # Martinez # Moran, Thomas # García # Krammer, Florian"
32936565,"Balavoine, Jean"
32812055,"Gianotti, Raffaele # Coggi, Antonella # Boggio, Francesca # Fellegara, Giovanni"
32471083,"Bizzoca, Maria Eleonora # Campisi, Giuseppina # Muzio, Lorenzo Lo"
32344167,"Lian, N # Xie, H # Lin, S # Huang, J # Zhao, J # Lin, Q"
32646518,"Bendjelid, Karim"
32506775,"Bachevski, Dimitri # Damevska, Katerina # Simeonovski, Viktor # Dimova, Maja"
32203970,"Perico, Luca # Benigni, Ariela # Remuzzi, Giuseppe"
32504735,"Tuaillon, E # Bolloré, K # Pisoni, A # Debiesse, S # Renault, C # Marie, S # Groc, S # Niels, C # Pansu, N # Dupuy, A M # Morquin, D # Foulongne, V # Bourdin, A # Le Moing, V # Van de Perre, P"
32331829,"Underner, M # Peiffer, G # Perriot, J # Jaafari, N"
32596894,"Lei, Ruipeng # Qiu, Renzong"
32330267,"Foch, Emilie # Allou, Nathalie # Vitry, Thierry # Masse, Laurie # Allyn, Jérôme # Andre, Michel # Allou, Nicolas"
32565366,"D'Abramo, Alessandra # Lepore, Luciana # Palazzolo, Claudia # Barreca, Filippo # Liuzzi, Giuseppina # Lalle, Eleonora # Nicastri, Emanuele"
32882638,"Dobrovolny, Hana M"
32900822,"Brocato, Rebecca L # Principe, Lucia M # Kim, Robert K # Zeng, Xiankun # Williams, Janice A # Liu, Yanan # Li, Rong # Smith, Jeffrey M # Golden, Joseph W # Gangemi, Dave # Youssef, Sawsan # Wang, Zhongde # Glanville, Jacob # Hooper, Jay W"
32860762,"Burki, Talha"
32215579,"Kimberlin, David W # Stagno, Sergio"
32584402,"Yao, Jasper Seth # Dee, Edward Christopher # Milazzo, Carmelo # Jurado, Jerry # Paguio, Joseph Alexander"
32456658,"Aziz, Muhammad # Fatima, Rawish # Lee # Assaly, Ragheb"
32032674,"Rahman Qureshi, Ubaid Ur # Saleem, Sadia # Khan, Aisha # Afzal, Muhammad Sohail # Ali, Muhammad Shahzad # Ahmed, Haroon"
32549025,"Valan, Astrid Balsvik # Sture, Cecilie"
32281329,"Ren, Yue # Yao, Mei # Huo, Xiao # Gu, Yu # Zhu, Wei # Qiao, Yan # Zhang, Yan"
32364123,"Velayos Galán, A # Del Saz Saucedo, P # Peinado Postigo, F # Botia Paniagua, E"
32504146,"Suess, Christine # Hausmann, Roland"
32459190,"Cappellini, Fabrizio # Brivio, Rinaldo # Casati, Marco # Cavallero, Annalisa # Contro, Ernesto # Brambilla, Paolo"
32449619,"Nassim, David # Jfri, Abdulhadi # Litvinov, Ivan V # Netchiporouk, Elena"
32891737,"Nikolai, Lea A # Meyer, Christian G # Kremsner, Peter G # Velavan, Thirumalaisamy P"
32594082,"Jiménez # Cordero Pereda, David # Sánchez Vega, Diego # Del Prado Díaz, Susana # Monteagudo Ruiz, Juan Manuel # Zamorano Gómez, José Luis # Alonso Salinas, Gonzalo Luis"
32591771,"Siccardi, Marco # Schapiro, Jonathan # Di Perri, Giovanni # Back, David J"
32513346,"Miyachi, T # Tanimoto, T # Kami, M"
32240285,"Scott, Sarah E # Zabel, Karen # Collins, Jennifer # Hobbs, Katherine C # Kretschmer, Melissa J # Lach, Mitchell # Turnbow, Katie # Speck, Lindsay # White, Jessica R # Maldonado, Keila # Howard, Brandon # Fowler, Jeanene # Singh, Sonia # Robinson, Susan # Pompa, Alexandra Peterson # Chatham # Xie, Amy # Cates, Jordan # Lindstrom, Stephen # Lu, Xiaoyan # Rolfes, Melissa A # Flanagan, Marcy # Sunenshine, Rebecca"
32567995,"Kumar, Durgesh # Kumari, Kamlesh # Vishvakarma, Vijay Kumar # Jayaraj, Abhilash # Kumar, Dhiraj # Ramappa, Venkatesh Kumar # Patel, Rajan # Kumar, Vinod # Dass, Sujata K # Chandra, Ramesh # Singh, Prashant"
32473352,"Vashi, Yoya # Jagrit, Vipin # Kumar, Sachin"
32437750,"Díaz, Luis Antonio # García # Fuentes # Ferrés, Marcela # Medina, Rafael A # Riquelme, Arnoldo"
32682947,"Lhopitallier, Loïc # Brahier, Thomas # Opota, Onya # Kronenberg, Andreas # Mueller, Yolanda # Hügli, Olivier # Jaton, Katia # Boillat"
32569708,"Magro, Giuseppe"
32678072,"Bushman, Dena # Alroy, Karen A # Greene, Sharon K # Keating, Page # Wahnich, Amanda # Weiss, Don # Pathela, Preeti # Harrison, Christy # Rakeman, Jennifer # Langley, Gayle # Tong, Suxiang # Tao, Ying # Uehara, Anna # Queen, Krista # Paden, Clinton R # Szymczak, Wendy # Orner, Erika P # Nori, Priya # Lai, Phi A # Jacobson, Jessica L # Singh, Harjot K # Calfee, David P # Westblade, Lars F # Vasovic, Ljiljana V # Rand, Jacob H # Liu, Dakai # Singh, Vishnu # Burns, Janice # Prasad, Nishant # Sell, Jessica"
32335244,"Atogebania, Julius Wedam # Chen, Hualei"
32557623,"Tepasse, Phil # Hafezi, Wali # Lutz, Mathias # Kühn, Joachim # Wilms, Christian # Wiewrodt, Rainer # Sackarnd, Jan # Keller, Martin # Schmidt, Hartmut H # Vollenberg, Richard"
32374832,"McMaster, David # Veremu, Munashe # Jonas, Kpanna M"
32641443,"Hassan, Khalid"
33211423,"Hayette, M P # Meex, C # Bontems, S # Diop, C # Nizet, A # Lamtiri, M # Descy, J # Vaira, D # Jacques, J # Thys, M # Gillet, P # Melin, P"
32408995,"Di Martino, Marcello # García Septiem, Javier # Maqueda González, Rocío # Muñoz de Nova, Jose Luis # de la Hoz Rodríguez, Ángela # Correa Bonito, Alba # Martín"
32540034,"LeBlanc, Jason J # Heinstein, Charles # MacDonald, Jimmy # Pettipas, Janice # Hatchette, Todd F # Patriquin, Glenn"
32975814,"Malik, Preeti # Patel, Urvish # Patel, Karan # Martin, Mehwish # Shah, Chail # Mehta, Deep # Malik, Faizan Ahmad # Sharma, Ashish"
32553062,"Yamagishi, Takuya # Kamiya, Hajime # Kakimoto, Kensaku # Suzuki, Motoi # Wakita, Takaji"
32227090,"Chen, Liang # Li, Xiangjie # Chen, Mingquan # Feng, Yi # Xiong, Chenglong"
32783913,"Patriquin, Glenn # Davis, Ian # Heinstein, Charles # MacDonald, Jimmy # Hatchette, Todd F # LeBlanc, Jason J"
32017662,"Kanne, Jeffrey P"
32613447,"Tombolini, Antonio # Scendoni, Roberto"
32423954,"Gordy, James T # Mazumdar, Kaushiki # Dutta, Noton K"
32201080,"Luan, Junwen # Lu, Yue # Jin, Xiaolu # Zhang, Leiliang"
32353857,"Bachelet, Vivienne C"
32432787,"Pesaresi, M # Pirani, F # Tagliabracci, A # Valsecchi, M # Procopio, A D # Busardò, F P # Graciotti, L"
32793244,"Méry, Geoffroy # Epaulard, Olivier # Borel, Anne # Toussaint, Bertrand # Le Gouellec, Audrey"
33031084,"Kaya, Hüseyin # Çaliskan, Ahmet # Okul, Mehmet # Sari, Tugba # Akbudak, Ismail Hakki"
32319118,"Soresina, Annarosa # Moratto, Daniele # Chiarini, Marco # Paolillo, Ciro # Baresi, Giulia # Focà, Emanuele # Bezzi, Michela # Baronio, Barbara # Giacomelli, Mauro # Badolato, Raffaele"
32369434,"Capaccio, Pasquale # Pignataro, Lorenzo # Corbellino, Mario # Popescu # Torretta, Sara"
32786280,"da Silva, Severino Jefferson Ribeiro # Silva, Caroline Targino Alves da # Guarines, Klarissa Miranda # Mendes, Renata Pessôa Germano # Pardee, Keith # Kohl, Alain # Pena, Lindomar"
32469301,"Pokhrel, Rudramani # Chapagain, Prem # Siltberg"
32859866,"Deshpande, Gururaj Rao # Sapkal, Gajanan N # Tilekar, Bipin N # Yadav, Pragya D # Gurav, Yogesh # Gaikwad, Shivshankar # Kaushal, Himanshu # Deshpande, Ketki S # Kaduskar, Ojas # Sarkale, Prasad # Baradkar, Srikant # Suryawanshi, Annasaheb # Lakra, Rajen # Sugunan, A P # Balakrishnan, Anukumar # Abraham, Priya # Salve, Pavan"
32454250,"Tang, Ling # Tang, Shan # Chen, Xiao # Zhang, Shi # Xiong, Yong # Chen, Rong # Li, Wei # Liu, Hui # Xia, Zhong # Meng, Qing"
33118859,"Sun, Yi # Xu, Fang # An, Qi # Chen, Chen # Yang, Zhang # Lu, Hang # Chen, Jian # Yao, Ping # Jiang, Jian # Zhu, Han"
33168795,"Bhattacharyya, Upasana # Thelma, B K"
32414403,"Immovilli, Paolo # Morelli, Nicola # Antonucci, Elio # Radaelli, Guido # Barbera, Mario # Guidetti, Donata"
32380430,"Trapani, Dario # Marra, Antonio # Curigliano, Giuseppe"
32735799,"Russo, Maria # Moccia, Stefania # Spagnuolo, Carmela # Tedesco, Idolo # Russo, Gian Luigi"
32286607,"Battistoni, Allegra # Volpe, Massimo"
32771409,"Knowlton, Kirk U"
32774121,"Dodig, Slavica # Cepelak, Ivana # Cepelak Dodig, Daniela # Laškaj, Renata"
32720233,"Abrams, Rory M C # Kim, Brian D # Markantone, Desiree M # Reilly, Kaitlin # Paniz # Gitman, Melissa R # Choo, S Yoon # Tse, Winona # Robinson"
33047260,"Mawhirt, Stephanie L # Frankel, David # Diaz, Althea Marie"
32226962,"Tapé, Chantal # Byrd, Katrina M # Aung, Su # Lonks, John R # Flanigan, Timothy P # Rybak, Natasha R"
32199943,"Qiu, Ye # Zhao, Yuan # Wang, Qiong # Li, Jin # Zhou, Zhi # Liao, Ce # Ge, Xing"
32402693,"Piccin, Ottavio # Albertini, Riccardo # Caliceti, Umberto # Cavicchi, Ottavio # Cioccoloni, Eleonora # Demattè, Marco # Ferri, Gian Gaetano # Macrì, Giovanni # Marrè, Pietro # Pelligra, Irene # Saggese, Domenico # Schiavon, Patrizia # Sciarretta, Vittorio # Sorrenti, Giovanni"
32524707,"Dell'Era, Valeria # Farri, Filippo # Garzaro, Giacomo # Gatto, Miriam # Aluffi Valletti, Paolo # Garzaro, Massimiliano"
32807895,"Trezza, Alfonso # Iovinelli, Daniele # Santucci, Annalisa # Prischi, Filippo # Spiga, Ottavia"
32931359,"Hertzog, Radu G # Bicheru, Simona N"
32259853,"Lütje, Susanne # Marinova, Milka # Kütting, Daniel # Attenberger, Ulrike # Essler, Markus # Bundschuh, Ralph Alexander"
32692185,"Chien, Minchen # Anderson, Thomas K # Jockusch, Steffen # Tao, Chuanjuan # Li, Xiaoxu # Kumar, Shiv # Russo, James J # Kirchdoerfer, Robert N # Ju, Jingyue"
32833954,"Cheung, Szeya # Delgado Fuentes, Alain # Fetterman, Alan D"
32428941,"Coppola, Maurizio # Mondola, Raffaella"
32754629,"Chérif, Mohammad Yassine # de Filette, Jeroen M K # André, Stéphanie # Kamgang, Prochore # Richert, Bertrand # Clevenbergh, Philippe"
32247692,"Bonato, Giulia # Dioscoridi, Lorenzo # Mutignani, Massimiliano"
32283576,"Schwartz, Kevin L # Kim, JinHee # Garber, Gary"
32781008,"Garnett, Lauren # Bello, Alexander # Tran, Kaylie N # Audet, Jonathan # Leung, Anders # Schiffman, Zachary # Griffin, Bryan D # Tailor, Nikesh # Kobasa, Darwyn # Strong, James E"
32498973,"Thaweerat, Wajana"
32462858,"Marini, S # Maggiorotti, M # Dardes, N # Bonetti, M # Martinelli, M # Re, L # Carinci, F # Tavera, C"
33121711,"Lavie, Carl J # Sanchis # Lippi, Giuseppe"
32846839,"Wang, Junxue # Hang, Xiaofeng # Wei, Bo # Li, Dingchen # Chen, Fangyan # Liu, Wei # Yang, Chaojie # Miao, Xiaohui # Han, Li"
32325386,"Zhang, Stephen X # Huang, Hao # Wei, Feng"
32471794,"Tochitani, Kentaro # Iwamoto, Nobuki # Motobayashi, Hirofumi # Yamamoto, Shungo # Shimizu, Tsunehiro"
32524515,"Behrens, Georg M N # Cossmann, Anne # Stankov, Metodi V # Witte, Torsten # Ernst, Diana # Happle, Christine # Jablonka, Alexandra"
32114075,Al
33090303,"Borroni, Barbara # Gazzina, Stefano # Dono, Fedele # Mazzoleni, Valentina # Liberini, Paolo # Carrarini, Claudia # Russo, Mirella # Pontolillo, Michela # Vecchiet, Jacopo # Onofrj, M # Bonanni, Laura"
32791207,"Israeli, Ofir # Beth # Paran, Nir # Stein, Dana # Lazar, Shirley # Weiss, Shay # Milrot, Elad # Atiya # Yitzhaki, Shmuel # Laskar, Orly # Schuster, Ofir"
32335406,"Hu, Xiaowen # Xing, Yuhan # Jia, Jing # Ni, Wei # Liang, Jiwei # Zhao, Dan # Song, Xin # Gao, Ruqin # Jiang, Fachun"
32242878,"Mourya, Devendra T # Sapkal, Gajanan # Yadav, Pragya D # M Belani, Sujeet Kumar # Shete, Anita # Gupta, Nivedita"
32265517,"Kong, Wen # Li, Yao # Peng, Ming # Kong, De # Yang, Xiao # Wang, Leyi # Liu, Man"
32215956,"Wong, Sunny H # Lui, Rashid Ns # Sung, Joseph Jy"
31978945,"Zhu, Na # Zhang, Dingyu # Wang, Wenling # Li, Xingwang # Yang, Bo # Song, Jingdong # Zhao, Xiang # Huang, Baoying # Shi, Weifeng # Lu, Roujian # Niu, Peihua # Zhan, Faxian # Ma, Xuejun # Wang, Dayan # Xu, Wenbo # Wu, Guizhen # Gao, George F # Tan, Wenjie"
32700336,"Robb, Calum T # Goepp, Marie # Rossi, Adriano G # Yao, Chengcan"
32870738,"Cavalleri, Michele # Brambati, Maria # Starace, Vincenzo # Capone, Luigi # Nadin, Francesco # Pederzolli, Matteo # Gorgoni, Francesca # Di Biase, Carlo # Corbelli, Eleonora # Battista, Marco # Grazioli Moretti, Alessio # Grosso, Domenico # Bandello, Francesco"
32800805,"Kaur, Simran Preet # Gupta, Vandana"
32271376,"Xu, Kaijin # Chen, Yanfei # Yuan, Jing # Yi, Ping # Ding, Cheng # Wu, Wenrui # Li, Yongtao # Ni, Qin # Zou, Rongrong # Li, Xiaohe # Xu, Min # Zhang, Ying # Zhao, Hong # Zhang, Xuan # Yu, Liang # Su, Junwei # Lang, Guanjing # Liu, Jun # Wu, Xiaoxin # Guo, Yongzheng # Tao, Jingjing # Shi, Ding # Yu, Ling # Cao, Qing # Ruan, Bing # Liu, Lei # Wang, Zhaoqin # Xu, Yan # Liu, Yingxia # Sheng, Jifang # Li, Lanjuan"
32731278,"Khatamzas, Elham # Rothe, Camilla # Kroidl, Inge"
32048163,"Liu, Yingxia # Yang, Yang # Zhang, Cong # Huang, Fengming # Wang, Fuxiang # Yuan, Jing # Wang, Zhaoqin # Li, Jinxiu # Li, Jianming # Feng, Cheng # Zhang, Zheng # Wang, Lifei # Peng, Ling # Chen, Li # Qin, Yuhao # Zhao, Dandan # Tan, Shuguang # Yin, Lu # Xu, Jun # Zhou, Congzhao # Jiang, Chengyu # Liu, Lei"
32335089,"Ishige, Takayuki # Murata, Shota # Taniguchi, Toshibumi # Miyabe, Akiko # Kitamura, Kouichi # Kawasaki, Kenji # Nishimura, Motoi # Igari, Hidetoshi # Matsushita, Kazuyuki"
32270184,"Chu, Hin # Chan, Jasper Fuk # Wang, Yixin # Yuen, Terrence Tsz # Chai, Yue # Hou, Yuxin # Shuai, Huiping # Yang, Dong # Hu, Bingjie # Huang, Xiner # Zhang, Xi # Cai, Jian # Zhou, Jie # Yuan, Shuofeng # Kok, Kin # To, Kelvin Kai # Chan, Ivy Hau # Zhang, Anna Jinxia # Sit, Ko # Au, Wing # Yuen, Kwok"
32862840,"Fantini, Jacques # Chahinian, Henri # Yahi, Nouara"
32649538,"Harikrishnan, Pandurangan"
32729428,"Gu, Jundong # Zhao, Qinjun # Han, Zhibo # Han, Zhongchao"
32576224,"Wang, Xiaoyang # Liu, Chenbin # Hong, Liang # Yuan, Cuiyun # Ding, Jiguang # Jia, Qing # Sun, Gangqiang # Peng, Wenxian # Sun, Qingfeng"
32548750,"Prezioso, Carla # Marcocci, Maria Elena # Palamara, Anna Teresa # De Chiara, Giovanna # Pietropaolo, Valeria"
32815342,"Henriksen, Stian # Trydal, Øyvind # Sigurdsen, Sten # Tylden, Garth D # Rinaldo, Christine Hanssen"
33026453,"Zhang, Wenjuan # Govindavari, John Paul # Davis, Brian D # Chen, Stephanie S # Kim, Jong Taek # Song, Jianbo # Lopategui, Jean # Plummer, Jasmine T # Vail, Eric"
32463093,"Chen, Lin H # Freedman, David O # Visser, Leo G"
33031088,"Xu, Zhongneng"
32281332,"Zhou, Zheng # Zhu, Chun # Zhang, Bing"
32718720,"Castillo Álvarez, Federico # López Pérez, Mª Ángeles # Marzo Sola, María Eugenia"
32291542,"Ge, Huipeng # Wang, Xiufen # Yuan, Xiangning # Xiao, Gong # Wang, Chengzhi # Deng, Tianci # Yuan, Qiongjing # Xiao, Xiangcheng"
32790205,"Batiha, Osamah # Al # Al # Alsharu, Emad"
32344311,"Usul Afsar, Cigdem"
32573433,"Klasse, P J # Moore, John P"
32364121,"Pérez Álvarez, Á I # Suárez Cuervo, C # Fernández Menéndez, S"
32550702,"González, Javier # Ciancio, Gaetano"
32356927,"Anderson, Elizabeth L # Turnham, Paul # Griffin, John R # Clarke, Chester C"
32340759,"Hantoushzadeh, Sedigheh # Norooznezhad, Amir Hossein"
32290077,"He, Jiahua # Tao, Huanyu # Yan, Yumeng # Huang, Sheng # Xiao, Yi"
32485101,"Yin, Xi # Zheng, Xiang # Peng, Wang # Wu, Mao # Mao, Xiao"
32687918,"Jafarzadeh, Abdollah # Chauhan, Prashant # Saha, Bhaskar # Jafarzadeh, Sara # Nemati, Maryam"
32301198,"Arpali, Emre # Akyollu, Basak # Yelken, Berna # Tekin, Suda # Turkmen, Aydin # Kocak, Burak"
32469436,"Scheller, Christin # Krebs, Finja # Minkner, Robert # Astner, Isabel # Gil # Wätzig, Hermann"
32662396,"Luvira, Viravarn # Jittmittraphap, Akanitt # Muangnoicharoen, Sant # Chantawat, Nantarat # Janwitthayanan, Weena # Leaungwutiwong, Pornsawan"
32367319,"Belfiore, Maria Paola # Urraro, Fabrizio # Grassi, Roberta # Giacobbe, Giuliana # Patelli, Gianluigi # Cappabianca, Salvatore # Reginelli, Alfonso"
32267109,"Davenne, E # Giot, J B # Huynen, P"
33098994,"Marra, A # Generali, D # Zagami, P # Cervoni, V # Gandini, S # Venturini, S # Morganti, S # Passerini, R # Orecchia, R # Curigliano, G"
32813683,"Ata, Fateen # Yousaf, Qudsum # Veliyankodan Parambil, Jessiya # Parengal, Jabeed # Mohamedali, Mohamed G # Yousaf, Zohaib"
32965332,"Matos, Aline da Rocha # Motta, Fernando Couto # Caetano, Braulia Costa # Ogrzewalska, Maria # Garcia, Cristiana Couto # Lopes, Jonathan Christian Oliveira # Miranda, Milene # Livorati, Miriam Teresinha Furlam Prando # Abreu, André # Brown, David # Siqueira, Marilda Mendonça"
32223012,"Easom, Nicholas # Moss, Peter # Barlow, Gavin # Samson, Anda # Taynton, Thomas # Adams, Kate # Ivan, Monica # Burns, Phillipa # Gajee, Kavitha # Eastick, Kirstine # Lillie, Patrick J"
32409501,"Ceriello, Antonio # Standl, Eberhard # Catrinoiu, Doina # Itzhak, Baruch # Lalic, Nebojsa M # Rahelic, Dario # Schnell, Oliver # Škrha, Jan # Valensi, Paul"
32726355,"Sa Ribero, Margarida # Jouvenet, Nolwenn # Dreux, Marlène # Nisole, Sébastien"
32245833,"Correa # Kampmeier, Stefanie # Kümpers, Philipp # Schwierzeck, Vera # Hennies, Marc # Hafezi, Wali # Kühn, Joachim # Pavenstädt, Hermann # Ludwig, Stephan # Mellmann, Alexander"
32502327,"Sagripanti, Jose # Lytle, C David"
32778924,"Drerup, Katharina Antonia # Gläser, Regine"
32312781,"Hoffmann, Markus # Schroeder, Simon # Kleine # Müller, Marcel A # Drosten, Christian # Pöhlmann, Stefan"
32504923,"Poe, Francis L # Corn, Joshua"
32822927,"Tang, Song # Mao, Yixin # Jones, Rachael M # Tan, Qiyue # Ji, John S # Li, Na # Shen, Jin # Lv, Yuebin # Pan, Lijun # Ding, Pei # Wang, Xiaochen # Wang, Youbin # MacIntyre, C Raina # Shi, Xiaoming"
32468508,"Perotti, Cesare # Del Fante, Claudia # Baldanti, Fausto # Franchini, Massimo # Percivalle, Elena # Vecchio Nepita, Edoardo # Seminari, Elena # De Silvestri, Annalisa # Bruno, Raffele # Klersy, Catherine"
32324361,"Fábián, Ákos # László, István # Juhász, Marianna # Berhés, Mariann # Végh, Tamás # Koszta, György # Molnár, Csilla # Fülesdi, Béla"
32436229,"Illiano, Ester # Trama, Francesco # Costantini, Elisabetta"
32271462,"Bizzarri, M # Laganà, A S # Aragona, D # Unfer, V"
32236694,"Gosch, M # Singler, K # Kwetkat, A # Heppner, H J"
32471894,"Basu, Atreyee # Zinger, Tatyana # Inglima, Kenneth # Woo, Kar # Atie, Onome # Yurasits, Lauren # See, Benjamin # Aguero"
32658097,"Sisman, Julide # Jaleel, Mambarambath A # Moreno, Wilmer # Rajaram, Veena # Collins, Rebecca R J # Savani, Rashmin C # Rakheja, Dinesh # Evans, Amanda S"
32882068,"Cruz Tapia, Roberto Onner # Peraza Labrador, Alberto Jose # Guimaraes, Douglas Magno # Matos Valdez, Luciano Hermios"
32629280,"Jawaid Akhtar, Md"
32464298,"Xiang, Boqi # Li, Peining # Yang, Xinhui # Zhong, Shuyi # Manyande, Anne # Feng, Maohui"
32759818,"Gand, Mathieu # Vanneste, Kevin # Thomas, Isabelle # Van Gucht, Steven # Capron, Arnaud # Herman, Philippe # Roosens, Nancy H C # De Keersmaecker, Sigrid C J"
32259279,"Zaigham, Mehreen # Andersson, Ola"
32361098,"Wang, Chenxing # Wu, Heming # Ding, Xu # Ji, Huan # Jiao, Pengfei # Song, Haiyang # Li, Sheng # Du, Hongming"
32013795,"Liu, Peng # Tan, Xian"
32034637,"Zhang, Zhan # Li, Xiaochen # Zhang, Wei # Shi, Zheng # Zheng, Zhishui # Wang, Tao"
32281268,"Kassi, Eva N # Papavassiliou, Kostas A # Papavassiliou, Athanasios G"
32921531,"Cohen, R # Delacourt, C # Gras # Launay, E"
32956871,"Fierro, Nora A"
32787459,"Amir, Rawan # Kichloo, Asim # Singh, Jagmeet # Bhanot, Ravinder # Aljadah, Michael # Kumar, Akshay # Albosta, Michael Stanley # Solanki, Shantanu"
32781472,"Ochmann, U # Nowak, D # Criée, C"
32651071,"García # Moreno # Jahnke, Sandra"
33067518,"Ponga, Mauricio"
32911691,"Campana, Pasquale # Parisi, Valentina # Leosco, Dario # Bencivenga, Debora # Della Ragione, Fulvio # Borriello, Adriana"
32921715,"Nejadghaderi, Seyed Aria # Heidari, Arash # Shakerian, Narges # Saghazadeh, Amene # Rezaei, Nima"
32601036,"Marafini, Irene # Salvatori, Silvia # Sena, Giorgia # Calabrese, Emma # Biancone, Livia # Monteleone, Giovanni"
32459621,"Suchomel, Miranda # Eggers, Maren # Maier, Steffen # Kramer, Axel # Dancer, Stephanie J # Pittet, Didier"
32422130,"Bhutani, Mohit # Hernandez, Paul # Bourbeau, Jean # Dechman, Gail # Penz, Erika # Aceron, Raymond # Beauchamp, Marla # Wald, Joshua # Stickland, Michael # Olsen, Sharla # Goodridge, Donna"
